Date,Close,High,Low,Open,Volume
13-03-2023,149.1314545,151.7777009,146.3860915,146.4951136,84457100
14-03-2023,151.2326202,152.0354124,148.7647799,149.9342759,73695900
15-03-2023,151.6290894,151.8867711,148.5863912,149.8450982,77167900
16-03-2023,154.4636383,155.0682126,150.2910818,150.8064604,76161100
17-03-2023,153.6212006,155.3457279,152.9076041,154.6915953,98944600
20-03-2023,155.9998322,156.4161093,152.7787427,153.6905721,73641400
21-03-2023,157.8631134,157.9820411,155.1474818,155.9205572,73938300
22-03-2023,156.4260406,160.6976991,156.4062143,157.8829656,75701800
23-03-2023,157.5162201,160.112924,156.2773396,157.4171187,67622100
24-03-2023,158.8244781,158.9136739,156.4458337,157.4468437,59196500
27-03-2023,156.871994,159.3398493,156.4656376,158.5172309,52390300
28-03-2023,156.2475891,157.0801282,154.5924467,156.5647498,45992200
29-03-2023,159.339859,159.617367,157.9324926,157.9523038,51305700
30-03-2023,160.9157104,161.0247325,159.8354103,160.093092,49501700
31-03-2023,163.4331055,163.532222,160.4697131,160.9949972,68749800
03-04-2023,164.6918335,164.8107612,162.7591827,162.808741,56976200
04-04-2023,164.1566467,165.3558747,163.6412681,165.1180193,46278300
05-04-2023,162.3032532,163.5817863,160.360697,163.2745464,51511700
06-04-2023,163.1952515,163.4925858,160.5589102,160.9850778,45390100
10-04-2023,160.5886688,160.5886688,158.656018,159.9840944,47716900
11-04-2023,159.3696136,160.9157343,159.0821849,160.9058287,47644200
12-04-2023,158.675827,160.6183833,158.3586663,159.7858592,50133100
13-04-2023,164.087265,164.3251355,159.9840928,160.1922314,68445600
14-04-2023,163.740387,164.8405136,162.3627523,163.1258919,49386500
17-04-2023,163.7602081,163.9187885,162.5708856,163.6214541,41516200
18-04-2023,164.9891663,165.9208069,164.1764533,164.6224624,49923000
19-04-2023,166.138855,166.6641392,164.067435,164.3251319,47720200
20-04-2023,165.1675568,166.3767054,164.0872565,164.6125407,52456400
21-04-2023,163.552063,164.9693351,163.0267788,163.5817949,58337300
24-04-2023,163.859314,164.1269164,162.432121,163.5322477,41949600
25-04-2023,162.3131714,164.8305699,162.2735187,163.7205378,48714100
26-04-2023,162.3032532,163.8097361,161.3518014,161.6094831,45498800
27-04-2023,166.9119263,167.0605859,163.7205683,163.7205683,64902300
28-04-2023,168.1705933,168.3390943,166.3866174,166.9911917,55209200
01-05-2023,168.0814056,168.9337561,167.1398594,167.7741657,52472900
02-05-2023,167.0407257,168.8346373,166.0496213,168.5769405,48425700
03-05-2023,165.960434,169.3995675,165.6730203,167.9922011,65136000
04-05-2023,164.3152008,165.5540814,162.8483704,163.4232128,81235400
05-05-2023,172.0260162,172.7495183,169.2409999,169.4590441,113316400
08-05-2023,171.9566345,172.3035272,170.5789998,170.9457037,55962800
09-05-2023,170.2420197,171.9962637,170.0735337,171.5106322,45326900
10-05-2023,172.0160828,172.4819031,170.3708458,171.480893,53724500
11-05-2023,172.204422,173.0369462,170.6384749,172.3035385,49514700
12-05-2023,171.2714691,172.7502476,169.7132756,172.3135561,45497800
15-05-2023,170.775238,171.9066593,170.1797468,171.8570325,37266700
16-05-2023,170.775238,171.8371788,170.5072655,170.6958382,42110300
17-05-2023,171.3905792,171.6287636,169.1376558,170.4179576,57951600
18-05-2023,173.7328033,173.9213761,171.2813882,171.698226,65496700
19-05-2023,173.8419952,175.0627357,173.6236494,175.0627357,55772400
22-05-2023,172.8892059,173.3953781,172.1448494,172.6708601,43570900
23-05-2023,170.2690735,172.0753859,169.9911816,171.8272671,50747300
24-05-2023,170.5469666,171.1226041,169.2369069,169.80261,45143500
25-05-2023,171.6883087,172.5914497,170.3980878,171.1126712,56058300
26-05-2023,174.1099548,174.447408,171.8074197,172.0158462,54835000
30-05-2023,175.9658813,177.6431671,175.2413786,175.6284434,55964400
31-05-2023,175.9162445,178.0004487,175.4299262,175.9956443,99625300
01-06-2023,178.7348938,178.7646668,175.5986679,176.3628782,68901800
02-06-2023,179.5883942,180.4121504,177.9111086,179.667794,61945900
05-06-2023,178.2287292,183.5583172,176.7003087,181.2557822,121946500
06-06-2023,177.8615112,178.7646523,176.0948912,178.615787,64848400
07-06-2023,176.4819794,179.8464703,175.9857417,177.0973093,61944600
08-06-2023,179.2112885,179.4792459,176.1246894,176.5613658,50214900
09-06-2023,179.5983124,180.8587449,179.2707938,180.1342423,48870700
12-06-2023,182.4070435,182.5062971,179.6082708,179.9060164,54274900
13-06-2023,181.9306641,182.7643398,181.0672153,181.4245071,54929100
14-06-2023,182.5658417,183.0025333,180.6503715,181.9902041,57462900
15-06-2023,184.6103363,185.1165084,182.3971205,182.5757739,65433200
16-06-2023,183.5285339,185.5829651,182.883431,185.3249118,101235600
20-06-2023,183.6178436,184.6996532,183.0223676,183.0223676,49799100
21-06-2023,182.5757751,184.0148614,181.2160736,183.5086893,49515700
22-06-2023,185.5928955,185.6425223,182.2879507,182.3574312,51245300
23-06-2023,185.2752838,186.1486669,183.6178519,184.153797,53079300
26-06-2023,183.8759155,186.6349958,183.836208,185.4241747,48088700
27-06-2023,186.6448975,186.9724161,184.2728822,184.4912279,50730800
28-06-2023,187.825943,188.4710459,186.1883649,186.5158684,51216800
29-06-2023,188.1633911,188.6397902,187.5182882,187.6572342,46347300
30-06-2023,192.5104523,193.0166093,189.8208373,190.1880635,85069600
03-07-2023,191.011795,192.4211081,190.3170502,192.3218545,31458200
05-07-2023,189.8903046,191.5278828,189.1856404,190.1285041,46920300
06-07-2023,190.366684,190.5751104,187.7763228,188.4115064,45094300
07-07-2023,189.2451782,191.2202095,188.8085018,189.9696961,46778000
10-07-2023,187.1907806,188.5604015,185.632587,187.8358836,59922200
11-07-2023,186.6647644,187.8755855,185.1959051,187.7366396,46638100
12-07-2023,188.3420563,190.2575265,187.0518353,188.252722,60750200
13-07-2023,189.1062317,189.7513497,188.3519559,189.0665393,41342300
14-07-2023,189.255127,189.7414302,188.2031055,188.7985816,41573900
17-07-2023,192.5302887,192.8578074,190.3666847,190.4560038,50520200
18-07-2023,192.2722473,192.8677386,190.972107,191.895117,48353800
19-07-2023,193.631958,196.7383957,191.2003811,191.6470072,80507300
20-07-2023,191.6767578,194.9916217,191.0514935,193.6220009,59581200
21-07-2023,190.4957428,193.5029422,189.7910786,192.6394934,71917800
24-07-2023,191.2996368,193.4433874,190.8033991,191.9546743,45377800
25-07-2023,192.1630707,192.9769077,191.468341,191.8752595,37283200
26-07-2023,193.0364685,194.1678899,191.8653548,192.2127121,47471900
27-07-2023,191.7660828,195.7161303,191.1011261,194.5450167,47460200
28-07-2023,194.3564453,195.1504286,192.6791596,193.2051703,48291400
31-07-2023,194.9717712,195.0114787,193.7907232,194.5847065,38824100
01-08-2023,194.138092,195.2496595,193.8105734,194.7633563,35175100
02-08-2023,191.1308899,193.7113165,190.4063872,193.5723706,50389300
03-08-2023,189.7315063,190.9224737,189.2551224,190.1285056,61235200
04-08-2023,180.6205902,185.9700316,180.5511097,184.1240269,115799700
07-08-2023,177.5042114,181.7520044,176.0154985,180.7595292,97576100
08-08-2023,178.447052,178.9135166,176.2437557,178.3378791,67823000
09-08-2023,176.8491821,179.5685549,175.6780534,179.5090088,60378500
10-08-2023,176.6308136,179.3898935,176.2636026,178.1294457,54686900
11-08-2023,176.6904602,177.5153289,175.4581386,176.2233808,51988100
14-08-2023,178.3501434,178.5787168,176.2134309,176.8693528,43675600
15-08-2023,176.3525696,178.370014,175.9550494,177.7737337,43622600
16-08-2023,175.4780273,177.4358301,175.408453,176.0345617,46964900
17-08-2023,172.9238892,176.4121759,172.4071009,176.0444691,66062900
18-08-2023,173.4108887,174.0171168,170.8965364,171.2344301,61114200
21-08-2023,174.7525177,175.0407327,172.6655142,173.9872907,46311900
22-08-2023,176.1339264,176.5811404,175.1599914,175.9649796,42084200
23-08-2023,179.9998779,180.4272265,177.2271391,177.4159664,52722800
24-08-2023,175.2891693,179.9799793,174.9214473,179.5526308,54945800
25-08-2023,177.5054016,178.0420554,174.7326628,176.2830127,51449600
28-08-2023,179.0756378,179.473158,177.4457808,178.9762502,43820700
29-08-2023,182.981308,183.7564829,178.3898852,178.5886452,53003900
30-08-2023,186.4894867,186.6882619,183.5974949,183.796255,60813900
31-08-2023,186.7081299,187.9503994,186.3205424,186.6783166,60794500
01-09-2023,188.2883148,188.7454615,187.1156045,188.3181281,45732600
05-09-2023,188.526825,188.8050921,186.4497539,187.1156086,45280000
06-09-2023,181.7788086,187.6820755,180.3477118,187.2348463,81755800
07-09-2023,176.4618988,177.1078881,172.4667558,174.0966128,112488800
08-09-2023,177.0780487,179.1253215,176.6904612,177.2470107,65551300
11-09-2023,178.2507324,179.1849213,176.243221,178.956348,58953100
12-09-2023,175.2096863,179.0160017,173.7388435,178.3799603,90370200
13-09-2023,173.1326141,176.2035006,172.9040256,175.4183778,84267900
14-09-2023,174.6531525,175.0109267,172.5065072,172.9239079,60895800
15-09-2023,173.9276428,175.4084334,172.7450151,175.3885528,109205100
18-09-2023,176.869339,178.2706224,175.0804681,175.3885485,67257600
19-09-2023,177.9625397,178.5190739,176.0345353,176.4221227,51826900
20-09-2023,174.4046783,178.5886329,174.3152234,178.1513517,58436200
21-09-2023,172.8543396,175.2096929,172.7847804,173.4705156,63047900
22-09-2023,173.7090149,175.984861,172.9736011,173.5897619,56725400
25-09-2023,174.9910431,175.8755383,173.0729712,173.122665,46172700
26-09-2023,170.8965149,174.1164673,170.5983672,173.7388277,64588900
27-09-2023,169.3759766,171.9698357,168.0045214,171.552435,66921800
28-09-2023,169.6343842,170.9660934,166.583363,168.2927271,56294400
29-09-2023,170.1511688,171.9996664,169.286539,170.956157,51814200
02-10-2023,172.6754456,173.2220471,169.8728785,170.1610935,52164500
03-10-2023,171.333786,172.55619,169.7635709,171.1946524,49594600
04-10-2023,172.5860291,173.1326307,169.9126625,170.0319156,53020300
05-10-2023,173.8282928,174.3649466,171.6120731,172.715209,48527900
06-10-2023,176.392334,176.8892418,172.1089761,172.725152,57224100
09-10-2023,177.8830414,177.9426679,174.7127675,175.7165157,42390800
10-10-2023,177.2867584,178.6085349,176.8494771,176.9985586,43698000
11-10-2023,178.6880341,178.7377279,176.5016429,177.0979232,47551100
12-10-2023,179.5924225,181.2123316,177.9327371,178.9563811,56743100
13-10-2023,177.7439117,180.8048502,177.0382961,180.2980097,51427100
16-10-2023,177.6147308,177.9725051,175.4183916,175.6569128,52517000
17-10-2023,176.0544128,177.3165628,173.7189555,175.5575051,57549400
18-10-2023,174.7525177,176.4817622,174.0270366,174.4941311,54764400
19-10-2023,174.3748779,176.7401486,174.1065435,174.9512776,59302900
20-10-2023,171.8108368,174.3351216,171.5723156,174.2258013,64189300
23-10-2023,171.9300995,172.9338478,168.8790783,169.8530285,55980100
24-10-2023,172.3673859,172.5959592,170.3896873,171.9797984,43816600
25-10-2023,170.0418701,171.9897404,169.5946409,170.8170451,57157000
26-10-2023,165.8578796,170.320117,164.6454234,169.3163536,70625300
27-10-2023,167.179657,167.915086,165.7982539,165.877761,58499100
30-10-2023,169.2368317,170.1113941,167.8256155,167.9746969,51131000
31-10-2023,169.7138824,169.8430682,166.8616216,168.3026662,44846000
01-11-2023,172.894104,173.1524906,169.0679078,169.9424704,56934900
02-11-2023,176.4718323,176.680525,174.3748809,174.4345074,77334800
03-11-2023,175.5575104,175.7264724,172.2779312,173.1624264,79763700
06-11-2023,178.1215668,178.3203269,175.1202546,175.2892014,63841300
07-11-2023,180.6955566,181.3117174,177.8631762,178.0718689,70530000
08-11-2023,181.7589264,182.3154607,180.4669631,181.2222727,49340300
09-11-2023,181.2818909,182.9813069,180.6855955,181.8284924,53763500
10-11-2023,185.4912567,185.6604413,182.6352534,183.0731107,66133400
13-11-2023,183.8990631,185.1230623,183.3119431,184.9140946,43627500
14-11-2023,186.5261993,187.1929312,185.3917576,186.7849263,60108400
15-11-2023,187.0934143,188.5761558,186.8645398,186.9342059,53790500
16-11-2023,188.785141,190.029047,187.7302959,188.6458241,54412900
17-11-2023,188.7652283,189.4518668,187.6506933,189.3224957,50922700
20-11-2023,190.5166473,190.9744114,188.9543092,188.964255,46505100
21-11-2023,189.7106018,190.5863165,188.8149955,190.4768522,38134500
22-11-2023,190.3773499,191.9894474,189.8996941,190.5564802,39617700
24-11-2023,189.043869,189.9693278,188.3273779,189.9394753,24048300
27-11-2023,188.8647308,189.7404455,187.9790704,188.9941019,40552600
28-11-2023,189.471756,190.1484487,188.4766312,188.8547835,38415400
29-11-2023,188.4467926,191.1535335,188.0487487,189.9693324,43014200
30-11-2023,189.0239563,189.3921628,187.2725421,188.914492,48794400
01-12-2023,190.3076935,190.6261256,188.3074827,189.4021262,45679300
04-12-2023,188.506485,189.1234727,186.5361421,189.0538067,43389500
05-12-2023,192.4770355,193.4522536,189.2528257,189.2826934,66628400
06-12-2023,191.3824158,193.8105076,191.1734329,193.5020213,41089700
07-12-2023,193.3229065,194.0493434,192.6462137,192.6860272,47477700
08-12-2023,194.7558746,195.0345084,192.7258116,193.2532265,53377300
11-12-2023,192.238205,192.5467064,190.4867907,192.1685541,60943700
12-12-2023,193.7607727,193.7707185,190.7853438,192.1387143,52696900
13-12-2023,196.9949341,197.0347324,193.900095,194.1389153,70404200
14-12-2023,197.1441956,198.6468287,195.203705,197.054638,66831600
15-12-2023,196.606842,197.4327824,196.0396135,196.5670285,128256700
18-12-2023,194.9349976,195.6713954,193.4423104,195.1340195,55751900
19-12-2023,195.9799042,195.98985,194.93502,195.203708,40714100
20-12-2023,193.880188,196.7162849,193.880188,195.9400887,52242800
21-12-2023,193.7308807,196.1191893,192.5566408,195.1439713,46482500
22-12-2023,192.6561737,194.4573472,192.0292402,194.2284576,37122800
26-12-2023,192.1088562,192.9447574,191.8899275,192.6661237,28919300
27-12-2023,192.208374,192.5566738,190.1584191,191.5516031,48087700
28-12-2023,192.6362762,193.7110129,192.2282714,193.1935437,34049900
29-12-2023,191.5913696,193.4522481,190.7952668,192.9546857,42628800
02-01-2024,184.7349854,187.5213381,182.9935168,186.2376185,82488700
03-01-2024,183.3517456,184.9738039,182.535736,183.3218931,58414500
04-01-2024,181.0231628,182.1974029,179.9981855,181.2619831,71983600
05-01-2024,180.2967072,181.8690062,179.2916366,181.102771,62303300
08-01-2024,184.655365,184.6951785,180.6151605,181.2022805,59144500
09-01-2024,184.2374115,184.2473573,181.839157,183.023358,42841800
10-01-2024,185.2823029,185.4912706,183.0233651,183.4512767,46792900
11-01-2024,184.6852112,186.1381001,182.7248141,185.6305767,49128400
12-01-2024,185.0136108,185.8296205,184.2871739,185.1529277,40444700
16-01-2024,182.7347717,183.36169,180.0479226,181.2719371,65603000
17-01-2024,181.7894135,182.0381947,179.4210265,180.3862989,47317400
18-01-2024,187.7104034,188.2179116,184.9240509,185.1827778,78005800
19-01-2024,190.6261139,191.014212,187.8994815,188.4069897,68741000
22-01-2024,192.9447479,194.3777301,191.3226896,191.3625031,60133900
23-01-2024,194.2284698,194.7956983,192.8850604,194.0692614,42355600
24-01-2024,193.5517731,195.4226125,193.3925495,194.4672861,53631300
25-01-2024,193.2234039,195.3131723,192.1685739,194.2682881,54822100
26-01-2024,191.4819336,193.8105222,191.0042779,193.3229208,44594000
29-01-2024,190.7952881,191.262998,188.6557757,191.0739218,47145600
30-01-2024,187.1232605,190.8649395,186.5560473,190.0091315,55859400
31-01-2024,183.5010223,186.1878717,183.4512782,186.1281514,55467800
01-02-2024,185.9490356,186.0385932,182.9238627,183.0930321,64885400
02-02-2024,184.9439697,186.4167503,178.3761393,178.9831661,102518000
05-02-2024,186.7650299,188.3273833,184.9340038,187.2327398,69668800
06-02-2024,188.3771362,188.387082,185.8594716,185.9490292,43490800
07-02-2024,188.4866028,190.1186069,187.6904999,189.7106021,53439000
08-02-2024,187.4019165,188.6159548,186.4366442,188.4666922,40962000
09-02-2024,188.1691437,189.305033,187.3222021,187.9698526,45155200
12-02-2024,186.4752655,187.9897897,186.1165628,187.7406911,41781900
13-02-2024,184.3728638,185.5386589,182.8483811,185.1002428,56529500
14-02-2024,183.4860687,184.8610982,181.7822424,184.6518638,54630500
15-02-2024,183.1971283,183.8248618,180.6961831,182.8882484,65434500
16-02-2024,181.6526947,184.1835455,181.0150028,182.7586933,49701400
20-02-2024,180.9054108,181.7722692,179.3510375,181.1345773,53665600
21-02-2024,181.6626892,182.2306263,180.0086704,181.2840544,41529700
22-02-2024,183.7052917,184.2931762,181.8021894,182.818501,52292200
23-02-2024,181.8619537,184.3728573,181.5729908,184.3429667,45119700
26-02-2024,180.5068665,182.1010888,179.9986954,181.5829745,40867400
27-02-2024,181.9715576,183.2569,178.9126188,180.447075,54318900
28-02-2024,180.7659149,182.4597828,179.4805725,181.8519814,48953900
29-02-2024,180.0983276,181.9117731,178.882725,180.6164571,136682600
01-03-2024,179.0122833,179.8791419,176.7405045,178.9026793,73488000
04-03-2024,174.4687042,176.2622024,173.1634145,175.5149064,81510100
05-03-2024,169.5066681,171.4197442,169.0084707,170.1443601,95132400
06-03-2024,168.5102539,170.6226208,168.0718378,170.4432619,68587700
07-03-2024,168.3907013,170.1144598,167.8825455,168.5401544,71765100
08-03-2024,170.1144562,173.0737495,168.3309164,168.3906977,76114600
11-03-2024,172.127182,173.7513102,171.4297088,172.3164994,60139500
12-03-2024,172.6054382,173.402557,170.3934409,172.5257248,59825400
13-03-2024,170.5130157,172.5655862,170.1443394,172.1471023,52488700
14-03-2024,172.3762817,173.6815564,171.4297098,172.2866099,72913500
15-03-2024,171.9976501,171.9976501,169.6760486,170.5528809,121664700
18-03-2024,173.093689,177.0693093,172.8944131,174.9370252,75604200
19-03-2024,175.4451599,175.9732478,172.4061534,173.7114279,55215200
20-03-2024,178.0258331,178.0258331,174.4587384,175.0864719,53423100
21-03-2024,170.7521515,176.8500973,170.2240635,176.4116812,106181300
22-03-2024,171.6588745,172.4261027,169.4468771,171.140745,71106600
25-03-2024,170.2340393,171.3201059,168.8390776,169.95505,54288300
26-03-2024,169.0981445,170.8019709,168.9686084,169.3870923,57388400
27-03-2024,172.6851654,172.9741284,169.4967054,169.7956268,60273300
28-03-2024,170.8617554,171.6090514,169.8952513,171.1307862,65672700
01-04-2024,169.4169769,170.6325796,168.8689568,170.5727983,46240500
02-04-2024,168.2312622,168.7294595,167.6234609,168.4704024,49329500
03-04-2024,169.0383453,170.0646306,167.972211,168.1814453,47691700
04-04-2024,168.2113495,171.3001637,168.2113495,169.6760356,53704400
05-04-2024,168.9686127,169.7756899,168.3408792,168.9785711,42055200
08-04-2024,167.8426819,168.5899779,167.6334475,168.4205926,37425500
09-04-2024,169.0582733,169.4667988,167.7430403,168.0917693,42451200
10-04-2024,167.1750946,168.4803692,166.507512,168.1914214,49709300
11-04-2024,174.4089203,174.8274194,167.5537351,167.7330789,91070300
12-04-2024,175.9134827,177.7169546,173.5819228,173.6317303,101593300
15-04-2024,172.0673828,175.9931799,171.8780654,174.7277545,73531800
16-04-2024,168.7693329,173.1335312,167.6633342,171.1307834,73711200
17-04-2024,167.3943024,170.0347421,167.3943024,168.9984984,50901200
18-04-2024,166.4377594,168.031997,165.9495357,167.4241956,43122900
19-04-2024,164.4051208,165.8000673,163.4884396,165.6107651,67772100
22-04-2024,165.2420807,166.6569592,164.1759463,164.9232423,48116400
23-04-2024,166.2982635,166.4477319,164.3254064,164.753864,49537800
24-04-2024,168.4106293,168.6896186,165.6107627,165.9395596,48251800
25-04-2024,169.2774963,169.9949017,167.5437641,168.9187936,50558300
26-04-2024,168.689621,170.7222594,168.5700433,169.2675317,44838400
29-04-2024,172.8744659,175.3953431,172.4759142,172.7449298,68169400
30-04-2024,169.7159119,174.3591148,169.3870998,172.705096,65934800
01-05-2024,168.689621,172.0873305,168.5003036,168.9686103,50383100
02-05-2024,172.4061737,172.794767,170.2738897,171.8880442,94214900
03-05-2024,182.7188416,186.325785,182.0014362,185.9770409,163224100
06-05-2024,181.0548859,183.5358989,179.7695282,181.6925779,78569700
07-05-2024,181.7423859,184.2333726,180.666293,182.7886033,77305800
08-05-2024,182.0811615,182.4099736,180.7958039,182.1907655,45057100
09-05-2024,183.9045868,183.9942587,181.453449,181.9018236,48983000
10-05-2024,182.6374359,184.6728314,181.7195113,184.4832572,50759500
13-05-2024,185.8601379,186.678297,184.2038758,185.0220349,72044800
14-05-2024,187.0075531,187.8756026,185.8701231,187.0873746,52393600
15-05-2024,189.2924042,190.2203008,186.9476946,187.486486,70400000
16-05-2024,189.4121246,190.6692945,189.2325376,190.0407096,52845200
17-05-2024,189.4420471,190.3799309,188.7535999,189.0828579,41282900
20-05-2024,190.6094208,191.4874423,188.5839973,188.9032834,44361300
21-05-2024,191.9164734,192.2956066,190.4896885,190.6593035,42309400
22-05-2024,190.4697266,192.3854125,189.8411569,191.8366491,34648500
23-05-2024,186.4588013,190.5695104,186.2093647,190.5495513,51005900
24-05-2024,189.5518036,190.1504574,187.6161737,188.3944297,36294600
28-05-2024,189.5617828,192.5649931,188.6737894,191.0783459,52280100
29-05-2024,189.8611145,191.8167037,189.0828737,189.1826544,53068000
30-05-2024,190.8588562,191.7468497,190.2003553,190.330052,49947900
31-05-2024,191.8166809,192.135967,189.4819588,191.008509,75158300
03-06-2024,193.5926819,194.5505249,192.0860907,192.4652239,50080500
04-06-2024,193.9119568,194.8797717,192.5949247,194.2012965,47471400
05-06-2024,195.4285278,196.4562051,194.4307817,194.9595859,54156800
06-06-2024,194.0416718,196.0571233,193.7323729,195.2489513,41181800
07-06-2024,196.446228,196.4961184,193.7024263,194.2112713,53103900
10-06-2024,192.6847229,196.8553095,191.716908,196.456202,97262100
11-06-2024,206.6831055,206.6930927,193.1935887,193.2135327,172373300
12-06-2024,212.5897827,219.7037025,206.4336755,206.9026174,198134300
13-06-2024,213.7571411,216.2614785,211.1230919,214.2560142,97862700
14-06-2024,212.0110779,214.6850302,210.8237576,213.3680132,70122700
17-06-2024,216.1816559,218.4565159,212.2405616,212.8890906,93728300
18-06-2024,213.8070068,218.1372365,212.5199211,217.099572,79943300
20-06-2024,209.2073975,213.7571325,208.3792816,213.4478184,86172500
21-06-2024,207.0223541,211.4124311,206.6432057,209.9158119,246421400
24-06-2024,207.6708832,212.2206032,206.1243736,207.2518316,80727000
25-06-2024,208.5987854,210.9035765,208.1398155,208.6785917,56713900
26-06-2024,212.7693634,214.3757353,210.1652454,211.0233077,66213200
27-06-2024,213.6174622,215.2537653,211.8714064,214.2061287,49772700
28-06-2024,210.1452789,215.5830074,209.8260081,215.2836805,82542700
01-07-2024,216.2614746,217.0197562,211.442359,211.611974,60402900
02-07-2024,219.7735443,219.883297,214.6151986,215.6628199,58046200
03-07-2024,221.0506592,221.0506592,218.5363347,219.5041496,37369800
05-07-2024,225.8298492,225.9396019,221.1504176,221.1504176,60412400
08-07-2024,227.3065338,227.336465,222.7468266,226.5781682,59085900
09-07-2024,228.1645813,228.8829597,225.8597901,227.4162717,48076100
10-07-2024,232.454895,232.5546757,228.7333061,228.7831965,62627700
11-07-2024,227.0570984,231.8662269,225.2611523,230.8684808,64710600
12-07-2024,230.0203857,232.1156587,228.1645773,228.4040419,53046500
15-07-2024,233.8716888,236.6953122,232.5646438,235.9470026,62631300
16-07-2024,234.290741,235.7374697,231.8063478,234.470328,43234300
17-07-2024,228.3641357,230.9383225,226.129179,228.9328431,57345900
18-07-2024,223.6747284,229.9206291,221.7690448,229.7609861,66034600
19-07-2024,223.8044281,226.2888214,222.7767508,224.3132884,49151500
22-07-2024,223.4552307,227.266613,222.5871812,226.4983442,48201800
23-07-2024,224.5028534,226.4285114,222.1781031,223.8642965,39960300
24-07-2024,218.0474396,224.2933403,216.6406291,223.4951403,61777600
25-07-2024,216.9998169,220.3522446,214.1362751,218.4365586,51391200
26-07-2024,217.46875,218.9953003,215.5231329,218.2070724,41601300
29-07-2024,217.7481232,218.8057316,215.2637298,216.4710093,36311800
30-07-2024,218.3068542,219.8334046,215.6328867,218.6959746,41643800
31-07-2024,221.5794678,223.3155516,220.1327389,220.9409108,50036300
01-08-2024,217.8678436,223.974045,216.5308675,223.8642923,62501000
02-08-2024,219.3644714,225.0915399,217.2193233,218.656065,105568600
05-08-2024,208.7983398,213.0188018,195.5582442,198.6412762,119548600
06-08-2024,206.7629395,209.5167287,200.6168345,204.8372966,69660500
07-08-2024,209.3471069,213.1584894,205.9248297,206.4336747,63516400
08-08-2024,212.8292236,213.7172171,208.3593253,212.6296775,47161100
09-08-2024,215.7526398,216.291416,211.4922593,211.6219712,42201600
12-08-2024,217.2909393,219.2687591,215.3630677,215.8325524,38028100
13-08-2024,221.026825,221.6461387,218.769299,218.769299,44155300
14-08-2024,221.4763336,222.7848915,219.4585493,220.3276036,41960600
15-08-2024,224.4730377,225.1023502,222.515185,224.3531745,46414000
16-08-2024,225.8015747,226.5807163,223.4042032,223.6739107,44340200
19-08-2024,225.6417542,225.7416504,222.7948801,225.4719428,40687800
20-08-2024,226.2610626,226.9203409,225.20223,225.5218856,30299000
21-08-2024,226.1511841,227.7294495,224.8026769,226.2710626,34765500
22-08-2024,224.2832489,228.0890594,223.6539364,227.5396608,43695300
